0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Bumetanide,0.020733729,-0.32808477,0.11533107,0.3066826,0.101255454,-0.47614086,-0.11550169,-0.18497232,-0.38857496,-0.42117637,-0.46042594,-0.07598985,0.22660725,-0.08585058,-0.052169256,0.39999014,0.5322691,-0.3940659,-0.17973314,-0.21202703,-0.0614681,0.32638404,-0.38501328,-0.1943212,0.20588624,-0.07872968,0.20602804,-0.0633485,0.0885911,-0.03310032,-0.5747737,-0.2766536,0.037071146,-0.10416018,0.09276266,0.044206247,0.8504557,-0.031139862,-0.6679217,0.11855,0.32690117,0.5882094,0.19747792,-0.44673613,-0.5512485,-0.36219436,-0.05097494,-0.53789395,-0.53185916,0.16402243
Capreomycin,-0.104044095,-0.22327183,0.32306087,-0.3221932,0.2600957,0.050800107,-0.14653322,-0.20851448,0.26048243,0.21743914,-0.18715978,-0.12468417,-0.014727833,-0.13585572,-0.19345044,-0.1233062,0.15612371,-0.19212101,0.26118562,0.5771355,-0.442134,0.5476083,-0.19389729,-0.35758433,0.17320144,-0.3887755,0.37322688,0.17941931,-0.18770641,-0.25956005,0.09645818,0.13081205,-0.16178994,-0.6062081,-0.17310922,0.23682472,0.68555933,-0.16610302,-0.40736637,-0.10602591,-0.11967531,0.54245144,0.22007842,0.36576226,0.025196992,-0.25315556,-0.285429,-0.06547893,-0.24255829,0.01503516
Chlorothiazide,0.17218776,-0.1785707,-0.0665749,0.2153816,0.11421757,-0.52185494,-0.096543424,-0.06350227,-0.25266585,-0.48357242,-0.1646485,0.22580919,0.14987548,0.039287586,-0.15343827,0.400275,0.29310516,-0.71160704,-0.24783002,0.0058523617,0.11624554,0.24319746,-0.13282523,-0.13216504,0.016505262,-0.14994541,0.156573,-0.14005704,0.17886676,-0.1831969,-0.25794202,-0.2825453,-0.07091604,0.049496777,-0.09325519,0.44232285,0.7028119,0.2149343,-0.61678773,-0.06716524,0.13087943,0.7515976,0.3197069,-0.4447233,-0.748013,-0.16871414,0.060898464,-0.51492465,-0.4697504,0.3067586
Cyanocobalamin,-0.11053148,0.004014492,0.10772285,-0.12458565,-0.03276153,-0.2107309,-0.10848988,0.05249931,-0.28529087,-0.27258807,0.040237892,-0.1190384,-0.18003859,-0.20473213,-0.28274816,0.20867495,0.21875368,-0.3542877,0.039136432,0.256615,-0.24132791,0.4067018,-0.18268695,-0.33491263,-0.040275343,-0.020481162,0.2517676,-0.06344385,0.21038966,-0.20205547,-0.35065773,-0.083246246,-0.024917677,-0.034786943,-0.13034113,0.081762895,0.42300376,-0.40468442,-0.23533985,-0.18983418,-0.11636101,0.59719634,0.0065221437,0.060940076,-0.48208913,0.03879737,0.22716163,-0.08585826,-0.101391315,0.17292446
Diclofenamide,-0.18658742,-0.06473092,0.27502152,-0.05002155,-0.051152375,-0.42224982,-0.077839665,-0.25527775,-0.2735613,-0.5016115,-0.31289124,0.0059918533,0.2642262,-0.012539791,-0.18891448,0.07446596,0.28159162,-0.49461994,-0.26044482,-0.05933178,-0.105481446,0.41678926,-0.18822636,-0.26280844,0.188703,-0.060270406,0.22403276,-0.010546944,0.086562224,-0.07142185,-0.47811988,-0.06172275,0.05123717,0.021353364,-0.17005126,0.07096515,0.54409117,-0.11194338,-0.26349664,0.022544509,0.044381697,0.5821864,0.22989936,-0.24675767,-0.5812057,-0.24551503,0.21270436,-0.34742042,-0.33316708,0.20195733
Digoxin Immune Fab (Ovine),-0.12233229,-0.06593901,0.09057193,-0.149564,0.030377798,-0.24572992,-0.11528216,0.052177258,-0.43180344,-0.45453796,0.04212876,-0.12342371,-0.122376114,-0.093790434,-0.47520155,0.39301375,0.31422517,-0.618781,0.060997106,0.34703776,-0.192783,0.42422754,-0.29028675,-0.29611504,-0.20595892,0.017482733,0.31651905,-0.040914897,0.23120213,-0.22240137,-0.5731123,-0.07596149,-0.02141074,0.11471877,-0.17381363,0.057613406,0.62188005,-0.43627173,-0.33746886,-0.4329771,-0.1976364,0.71492624,0.081035554,0.03937842,-0.60281885,-0.040250696,0.18448551,-0.15453179,-0.122992,0.388189
Etacrynic acid,0.02626147,-0.49511904,0.09862493,0.4219038,0.2766337,-0.47813645,-0.2683058,-0.10319453,-0.40383372,-0.44459,-0.2339492,-0.114832886,0.04734474,-0.075612545,0.0666645,0.4469456,0.48772672,-0.32680997,-0.12824735,-0.07526946,-0.07883919,0.33956093,-0.22710009,-0.25859275,0.19160186,-0.27891818,0.27316692,0.00950223,0.027301773,0.09509316,-0.44357163,-0.20956501,-0.06649562,-0.13928121,-0.023444382,0.060218196,0.9417462,0.057162035,-0.64427096,-0.0075168675,0.23494725,0.81225955,0.14124314,-0.39886186,-0.66207767,-0.4125463,-0.21958448,-0.59622484,-0.48886952,0.11911704
Fenoldopam,0.066819325,0.034505475,0.12497332,0.081136964,-0.16097958,-0.61597985,-0.1546957,0.15137021,-0.42802387,-0.6371992,-0.10403523,-0.21281634,0.088882685,0.033388,0.060504626,0.3391484,0.2746073,-0.21245933,-0.01542732,0.094286844,-0.35342714,0.6235767,-0.33746007,-0.21840055,0.06572422,0.0471424,0.33167386,0.090588264,0.37908807,-0.3277977,0.0034564098,-0.27697486,0.04833711,-0.25974047,-0.20870289,0.07074117,0.4980344,-0.26806936,-0.28049138,-0.018345863,-0.26878005,0.38509423,0.03570334,-0.0074137794,-0.7342113,-0.21835248,0.25271246,-0.30345178,-0.20871045,0.30893245
Hydroxocobalamin,-0.08313817,0.025259797,0.09393441,-0.19192687,-0.026044726,-0.19378261,-0.10314152,0.024340479,-0.17304611,-0.22232616,0.032114677,-0.06641791,-0.12748045,-0.14231604,-0.25961974,0.20783353,0.19768198,-0.38936514,0.019392211,0.3209126,-0.20198976,0.39332303,-0.10403497,-0.28142813,-0.03328188,0.016712792,0.23979986,-0.06850316,0.106353976,-0.24902253,-0.23936738,-0.084496275,-0.0313098,-0.053705346,-0.11876836,0.06152387,0.3841069,-0.24681738,-0.2664701,-0.1617662,-0.15051217,0.53935564,0.047855154,0.08938861,-0.3662942,0.030820327,0.23582324,-0.04977607,-0.14873247,0.11729109
Methazolamide,-0.2210569,-0.12158467,0.16332746,-0.07699944,-0.044191726,-0.5693164,-0.19414128,0.05659955,-0.5138829,-0.62776434,-0.33565372,0.0724941,0.11405778,0.0001539656,-0.2098613,0.21483785,0.28712273,-0.45665622,-0.13274163,-0.07222316,-0.14469817,0.54703623,-0.3207015,-0.21045558,0.039378017,0.06070898,0.3812247,0.009691089,0.14846684,-0.28187028,-0.3552173,-0.16830334,0.16074017,-0.19399302,-0.13439769,0.17510836,0.5376623,-0.22033621,-0.52813625,0.11510306,-0.0034322534,0.45850617,0.16486327,-0.22066268,-0.66116697,-0.24153028,0.33258823,-0.35584602,-0.35087362,0.32444817
Trichlormethiazide,-0.06715287,-0.15960392,0.103250206,0.1958049,0.1514053,-0.5128945,-0.1850211,0.038899854,-0.37283397,-0.37646294,-0.25920945,0.09373764,-0.06666799,-0.03933535,-0.2025109,0.1515071,0.45047265,-0.6537158,-0.23683526,-0.1917552,-0.14828362,0.25775507,-0.08851775,-0.13038774,-0.007536588,-0.08044504,0.2507557,-0.13445683,0.31220832,-0.1310097,-0.5701806,-0.3800339,-0.092661485,-0.09733534,0.21924448,0.18280455,0.7202637,-0.0907089,-0.67441076,-0.008946771,0.193127,0.5640435,0.3815384,-0.41484475,-0.75730133,-0.39894405,0.3412768,-0.57813054,-0.5031488,0.05646755
Artemether,0.30062428,0.10301595,0.036249604,-0.7026332,0.12146774,-0.020443168,-0.13189176,-0.45190954,-0.38898954,-0.4573085,0.046472073,-0.13114226,-0.032257058,-0.25559032,0.4160441,0.18196034,-0.116265185,-0.24815933,-0.37058884,0.337862,0.2558875,0.090531245,0.14756809,-0.5783628,0.26895225,0.0017828912,-0.1414942,0.20973511,-0.18422386,-0.26293626,0.17194594,-0.08151935,-0.3950209,-0.43098348,-0.1913968,-0.15682669,-0.012048662,-0.010137441,0.21571808,-0.036535766,-0.17968804,0.5618627,-0.24387047,0.24256575,-0.37035975,0.27685884,0.35298002,0.22765477,-0.5131521,-0.2565369
Lumefantrine,-0.3896087,0.020362018,0.04021796,-0.37143743,-0.09452365,-0.020886475,0.035823353,0.28691348,-0.31436086,0.07205955,-0.008063031,-0.10345704,-0.09999665,-0.5216229,-0.5946879,0.16106586,0.054954324,-0.30387914,0.26273787,0.28107256,-0.1436051,0.27754945,0.051154304,-0.39180252,-0.14241074,-0.049636755,0.20994656,-0.1834885,0.10220006,-0.24125695,-0.32352394,0.054847185,-0.08383897,-0.039783046,-0.17300262,-0.016982364,0.4187672,-0.45536718,-0.14194159,-0.39724708,-0.38504124,0.6589966,0.0011094025,0.18191308,-0.37436107,0.36312738,0.35054603,0.39665997,-0.04701808,0.29121187
Azelastine (nasal),0.006909164,-0.114874415,0.096565336,-0.2960378,-0.1023812,-0.13404131,-0.115262456,-0.05226724,-0.06248636,-0.095778264,-0.08336617,-0.06409113,0.09573554,-0.14347538,0.14321782,0.13297057,0.08316076,-0.11074675,-0.04695574,0.19933227,-0.2892378,0.37173375,0.09530368,-0.3845151,0.10407951,-0.038599156,0.13631123,-0.1166251,-0.07868203,-0.40450737,0.020661566,-0.20595776,-0.08078304,-0.26896837,-0.053475246,-0.13971813,0.25377458,-0.12683108,-0.119537145,0.1424662,-0.08825099,0.36603302,-0.16186996,-0.013893899,-0.37540606,0.020292448,0.31287238,0.04336654,-0.15115789,-0.07778408
Atezolizumab,0.0051512457,0.1837756,-0.022051737,0.0073003597,-0.6319618,-0.26855758,0.10049803,-0.61955917,0.11197033,0.33222628,0.017136067,0.4153382,0.048360072,-0.21997724,-0.6591005,-0.19467828,0.08787268,-0.15028296,-0.12463206,0.29593852,-0.1456128,0.18542194,0.22583595,-0.44092995,-0.21115327,-0.25723293,0.39887103,-0.03609635,-0.44833887,-0.17129615,0.3467064,0.11382948,-0.12933852,-0.34041673,-0.2517732,-0.2500063,0.23888293,-0.4499089,-0.41262287,0.41275176,-0.10928801,0.2614304,-0.2279522,-0.3990361,-0.20515056,-0.42667916,0.72947174,0.4527395,-0.38606155,-0.5300979
Budesonide,0.54524595,0.123500325,-0.17411117,-0.25535038,-0.24667993,0.045821905,0.007906285,-0.6760428,0.12225434,-0.12472048,0.116631694,0.41536224,-0.037863296,-0.33999744,-0.56415546,-0.016529819,-0.23944938,0.016324468,-0.05295407,0.22653842,-0.42295402,0.5819496,0.4921039,-0.3638998,-0.1417044,-0.06808985,0.35094854,0.15194005,-0.5110544,0.22315781,0.43439803,0.124381796,-0.17181769,-0.27830574,-0.32698753,-0.049197752,0.33917883,-0.10554283,-0.04126917,0.08100391,0.16005248,0.37143716,-0.04248282,-0.40637773,-0.55319,-0.14956571,0.22906667,0.01743678,-0.37961736,0.0052582426
Atovaquone,0.4301113,0.15879598,-0.14611357,0.5279978,0.41791895,-0.33428314,0.7271475,-0.15654913,0.35019872,0.475315,0.4530755,-0.0880759,0.018546352,-0.51441693,0.12109139,-0.14784798,0.22756109,-0.23712936,-0.11034885,0.2068825,-0.27452636,0.0021002877,0.34506038,-0.5436459,0.038302258,-0.0042287996,-0.10948837,-0.079528295,0.06515777,0.15040617,0.30279705,-0.009071525,-0.41109687,-0.09861978,-0.092814386,-0.034868747,0.64118445,-0.087642334,0.08887701,0.31361258,-0.39168912,0.6355238,-0.06425139,0.098399475,-0.6212761,0.14376716,0.16805734,-0.23805961,-0.13677129,-0.35524637
Brigatinib,0.021052856,-0.31026557,0.028340913,-0.3427719,0.12636603,-0.31101486,-0.32379597,-0.31232572,-0.24139343,-0.29523623,0.16297698,0.36108986,0.46794024,-0.49006367,-0.31498897,-0.12037502,-0.23003352,0.09760514,-0.009186756,0.2335545,0.2449423,0.20298842,-0.1500033,-0.4806407,0.1739779,-0.053957354,0.324355,0.20452236,0.052755788,-0.055471376,0.11798242,-0.42347735,-0.38636413,0.04999642,-0.1290617,-0.81351817,0.38876066,-0.12606743,0.29260433,0.14970148,-0.48054424,0.08101106,-0.29895392,0.18205486,0.011023393,0.46641195,0.3931309,0.37264106,-0.6452786,0.032072052
Fedratinib,0.29823706,-0.18795489,0.23914848,-0.07912741,0.39427578,-0.026174324,0.13064568,-0.44102025,-0.18070337,0.047309007,-0.21845403,-0.25533834,0.3510657,-0.43496946,-0.74287075,0.060745712,0.00237613,-0.57427084,-0.1278231,-0.089391656,-0.16454211,-0.15410279,0.19427802,-0.27834594,0.38825518,0.030446043,0.30279025,-0.029226832,0.28247073,-0.19314714,0.21847042,-0.33670753,-0.29535165,-0.39073995,0.15316732,-0.13091248,-0.25720564,-0.046326578,0.31095505,-0.23631021,-0.6003614,0.4670132,-0.64568776,-0.49155515,-0.25159544,0.38500026,0.4664799,0.311158,-0.35093075,0.24964838
Ivosidenib,-0.101224974,0.10213483,0.3329033,-0.40339828,-0.09788804,0.23971988,0.08967221,-0.2739271,-0.47179395,-0.40078667,-0.06685223,-0.22700965,-0.015129889,-0.38240984,-0.13208675,-0.074521534,-0.12334227,-0.6339125,-0.08250159,0.33742884,-0.20494589,-0.057969283,-0.22726335,-0.52605027,0.020946147,-0.28214726,0.38660872,0.08278602,0.22809349,-0.48087633,-0.4357018,-0.10717538,-0.047997203,0.101820104,0.2609524,-0.24427006,-0.19739549,-0.05137577,0.4126276,-0.016287504,-0.33365497,0.62457263,0.011603955,0.3061164,-0.46259186,0.4751794,0.37254456,0.01857986,-0.1749013,0.15830067
Larotrectinib,-0.09601124,0.07586232,0.54756105,-0.12497249,0.51177937,0.3107247,0.32018805,-0.38234276,-0.4123364,-0.07255503,-0.10494877,-0.08128336,0.2501835,-0.3284335,-0.059697237,-0.25229457,-0.17605306,-0.44485486,-0.2210069,-0.098835565,0.09985506,0.28862196,0.33020902,-0.3542726,0.41949955,0.05710938,0.3471644,0.22744438,0.40508726,-0.13923454,0.15614128,-0.07881372,-0.22024404,-0.3542691,0.22969192,-0.30658653,0.17237787,-0.08413761,0.42016804,-0.09115657,-0.37416023,0.4991443,-0.016353091,-0.09880242,-0.3848915,0.3471585,0.58704245,0.45650637,-0.43083972,0.07188456
Lorlatinib,0.08307772,0.230339,0.20902081,-0.044542726,0.22585732,0.17719863,0.059010275,-0.26824933,-0.36421868,-0.063169144,-0.3060551,-0.075120166,0.36814457,-0.1295485,-0.24166112,-0.22332008,-0.43446237,-0.5393087,-0.37068337,-0.13195719,-0.082250744,-0.087276556,0.082942665,-0.38693684,0.38534558,-0.111363955,0.2130219,0.31712142,0.0273323,-0.77959263,0.33947077,-0.5082683,-0.3062803,0.006291391,0.349554,-0.2577039,0.39901495,-0.023953432,0.62492555,-0.17769921,-0.080629215,0.55747414,-0.09227398,0.072845325,-0.28911528,0.39196157,0.3912884,0.24779972,-0.22467798,-0.022041554
Ozanimod,0.48269588,0.40867162,0.035829257,0.3308408,-0.45970732,-0.62037873,-0.32750526,0.07871794,-0.32655048,-0.34917137,-0.06268405,-0.028432086,0.6950442,-0.28609347,0.106166065,0.049878463,0.046868797,0.024815185,0.2425132,0.16623677,-0.24694617,0.38307878,-0.525298,-0.0032840045,-0.20033118,0.51363814,0.07897295,-0.0025315403,0.7587116,-0.18666287,-0.13164018,0.37559128,-0.18758212,-0.2825997,0.0802776,0.13199678,0.5441084,-0.54884577,-0.21304514,0.22112586,-0.20175438,0.3209999,0.09251408,-0.21834178,-0.38533723,0.19731091,0.08074841,0.21724795,-0.41209358,-0.033224184
Rucaparib,0.091979235,0.019844238,0.22615783,-0.14967676,0.037612025,-0.028355168,0.020012937,-0.29982933,-0.41916037,0.022213914,-0.3469914,0.0024227514,0.021407302,-0.34415168,-0.28119704,-0.037998613,0.081019275,-0.5726567,-0.2289004,0.29168183,-0.320406,0.04761098,0.16310708,0.0017679576,0.0384742,-0.30339295,0.22882892,0.33954188,0.027056862,-0.5353442,0.012694992,-0.2136208,-0.073812686,0.11433014,0.1728998,-0.32029086,0.07333195,-0.26450047,0.28084645,-0.057239573,0.013419622,0.3911861,-0.057984907,0.38698265,-0.53120744,0.45698553,0.14564086,0.5202595,-0.2025893,0.12049975
Siponimod,0.12793936,-0.1695269,0.023072004,-0.052311927,-0.29996148,-0.5477389,-0.19962068,-0.20799427,0.22090942,-0.3777916,0.5050011,0.23378126,0.56413895,-0.3182915,-0.57056886,-0.044670507,0.16749398,-0.049243826,-0.16568363,0.32554397,-0.09617643,0.41597444,-0.27400273,-0.40533578,-0.47960868,-0.04256115,0.22704871,0.20260242,0.2002614,0.018220447,-0.38563374,0.19371937,-0.053543862,-0.23622112,0.18406521,-0.10726608,0.049157754,-0.47637975,0.042435396,0.0026875427,-0.29125404,0.36519876,-0.33741763,0.075758085,-0.15524192,0.19669884,0.35199592,0.062024195,-0.17879137,-0.3001574
Talimogene laherparepvec,0.09981729,-0.08714356,0.10458261,0.17443126,-0.16644388,-0.27159455,0.13049005,-0.24129248,0.111211985,0.11557624,-0.14343755,0.5928515,0.37750354,-0.025467448,-0.37596962,-0.3538506,-0.033556912,-0.32274544,-0.25787067,0.4470257,-0.51922226,0.32767352,0.41085535,-0.25277826,-0.112078846,-0.08177372,0.3390762,-0.12048398,-0.08037831,-0.06543134,-0.019000942,0.7111045,-0.074840404,-0.031387627,0.18238075,0.1018211,0.31073403,-0.3915135,-0.049123235,0.24925114,-0.07166177,0.5533898,-0.34757546,0.03684128,-0.048356634,-0.3265875,0.31338894,0.027550306,-0.3159322,-0.47784483
Upadacitinib,-0.08929126,0.20825446,0.10021599,-0.036875505,-0.37763834,-0.03185424,0.1645328,-0.27676448,0.055906586,0.01815426,0.0065651583,0.4203138,0.6861077,0.031353947,-0.3905634,-0.4638471,0.057130247,0.041006446,-0.2997773,-0.059121545,-0.116475284,-0.016559662,0.030935585,-0.41750532,-0.30707592,0.017352166,0.28853106,-0.028873676,-0.11385127,0.007783463,-0.14451762,0.29939598,-0.28098512,-0.26445332,0.3535467,-0.10105716,0.49975023,-0.38451794,-0.22057183,0.31136402,0.044765703,0.6669886,-0.3314114,0.03622851,-0.26002872,-0.15481463,0.2945265,0.0045406697,-0.2380618,-0.62541777
Olopatadine (nasal),0.087253876,0.011711685,0.036630917,0.034849122,-0.47546646,-0.39454076,-0.014326416,-0.027462307,0.059783313,-0.00829573,-0.049950138,0.2845395,0.21828683,-0.12126814,0.062894076,-0.17144333,0.1741727,-0.088789105,0.082482755,0.10317808,-0.46447307,0.33128402,0.1754657,-0.26562026,0.17457248,0.04382898,0.15380983,-0.2580879,-0.1941862,-0.45198247,0.11414235,0.083842926,-0.062015764,-0.061552875,0.042324938,-0.07283609,0.2576149,-0.28545693,-0.18903959,0.61173993,-0.14012875,0.2194351,-0.35906643,-0.11919212,-0.4486845,-0.12588292,0.36075506,-0.21070443,-0.31973195,-0.44516551
Cisatracurium,0.04398274,-0.2623319,0.1837945,-0.06828728,-0.04494673,-0.24705938,-0.08201658,-0.36791435,0.13988976,0.0920814,-0.38033473,0.032653425,0.4189664,0.038670596,-0.08173952,-0.060860217,0.43741015,-0.39873832,-0.21724212,-0.008807606,0.05897604,0.1109127,-0.02382877,-0.22077008,0.33378544,-0.09399989,0.053341255,-0.049994186,-0.22082926,-0.23657316,-0.23023775,0.10137926,-0.23320442,-0.03704845,0.14643978,0.04559627,0.68607026,0.040340394,-0.19101478,0.20078345,0.30894956,0.48896924,0.15351038,-0.37228757,-0.35011247,-0.24268986,0.16903539,-0.26153255,-0.5702618,0.011466097
Enalapril,0.3878129,0.24687918,-0.078632884,0.052021906,0.15396509,-0.34279242,0.2908839,0.021754984,0.3485916,0.1345198,0.40855074,-0.13130462,0.050550643,-0.16095069,0.10154433,-0.16927853,0.36269248,-0.18479216,-0.023658676,0.3028013,-0.29581714,0.37903872,-0.076542355,-0.5666331,0.2192948,-0.32482994,0.041697286,0.06815401,0.0014883219,0.06218274,0.53894246,-0.12171253,-0.1204512,-0.39800066,-0.37630558,-0.143547,0.6680068,0.13597076,0.027281187,0.36089334,-0.38946253,0.49454316,0.07147496,0.28274563,-0.6969567,-0.1816678,-0.006973332,-0.12247298,-0.080713466,-0.09958801
Levamisole,0.5785744,-0.06257637,0.19499356,0.10221864,-0.1300693,0.032980777,0.105308466,-0.61169696,0.18777372,-0.114357665,-0.16325131,0.3940329,0.007006721,-0.22874267,-0.56074643,-0.17173843,0.11643951,-0.1572851,-0.25522342,0.5904435,-0.4135933,0.12744188,0.31347814,-0.32666183,-0.14190991,0.11455527,0.15447083,-0.30586967,-0.49981564,0.01931027,0.06766144,0.41073522,0.07477661,0.04372186,-0.18013874,-0.021756606,0.6849281,-0.88647926,0.07936339,0.55994296,-0.020514827,0.22466338,-0.017475907,-0.12824133,-0.07421388,-0.022651128,0.37894145,-0.3773898,-0.29102972,0.050896097
Lisinopril,0.2822031,0.16797662,0.052390553,-0.04721938,0.10219282,-0.29746398,0.29787853,-0.15052643,0.3112303,0.20316744,0.26128617,-0.31962073,0.08418072,0.042923186,0.085800685,-0.14674853,0.040014766,-0.15576653,0.07620548,0.34368157,-0.23975499,0.20215137,-0.018620633,-0.46975338,0.13497451,-0.28488407,0.1884178,0.13581024,-0.02926741,0.017634885,0.6307728,-0.11630424,-0.24417032,-0.122471154,-0.14341585,0.15822524,0.71312124,0.16209063,-0.29494756,0.17961168,-0.33402002,0.60294485,0.006669381,0.37718236,-0.580085,-0.06551956,0.10619667,-0.17389269,-0.037958745,0.008912617
Moexipril,0.23897924,0.18744615,0.17811401,-0.025694266,0.07283932,-0.38057527,0.120066956,0.07276861,0.3059743,0.326495,0.33288717,-0.33075827,0.18909967,-0.15556985,0.24707538,-0.18191755,0.4172281,-0.12897736,0.0061804117,0.1495864,-0.03486294,0.3463542,-0.029620826,-0.52325255,0.26250124,-0.22896962,0.14379475,0.09843483,-0.05485099,0.011159322,0.5197949,-0.27469558,-0.1525256,-0.24179949,-0.3595866,-0.043814924,0.8127229,0.24839899,-0.16736571,0.4217605,-0.32209733,0.4695861,0.037041254,0.43356073,-0.8207227,-0.3395319,0.045186594,-0.21030602,0.049255863,-0.09044137
Mycophenolate mofetil,0.3501655,4.650061e-06,0.26673317,-0.2679264,-0.2990851,0.16954778,-0.1370462,-0.59146357,0.37336275,-0.16492544,-0.2340575,0.3911011,0.22850841,-0.13736387,-0.56200475,-0.07798544,-0.04725981,0.039018825,-0.08525487,0.6566857,-0.5944956,0.2649206,0.35436696,-0.28053468,0.0016172767,-0.113642685,0.23430488,-0.119840086,-0.5341471,0.062739536,0.21757877,0.09983488,-0.15970196,-0.25290918,-0.26101854,0.01215998,0.2590671,-0.44036043,-0.04661311,0.63771236,-0.0047279587,0.2493795,0.2046842,-0.08066937,-0.15846148,0.042655654,0.36453903,-0.27979946,-0.4364412,0.09042717
Penicillamine,0.25113413,0.23176685,-0.03751499,0.17047557,-0.19835111,-0.064156994,0.10810556,-0.51035047,0.37716126,0.3759158,0.087567285,0.30690995,-0.081208475,-0.067985624,-0.4470732,-0.35275283,0.3708486,-0.43151975,0.004202343,0.51195586,-0.29541686,0.23541182,0.20775297,-0.34939831,0.08598889,-0.0874967,0.1529222,-0.3572692,-0.46975783,0.08012165,0.32496423,0.30039918,-0.13511953,-0.07442776,0.1000028,-0.123552255,0.8224406,-0.45410872,-0.05069569,0.48185447,0.01880142,0.29397997,0.16840982,0.06943967,-0.26200756,0.13968529,0.040066116,-0.36227176,-0.31201395,0.04401162
Perindopril,0.3108731,0.2560058,0.056216907,0.025922297,0.12206053,-0.27581117,0.4194251,0.0009145533,0.34961244,0.15739495,0.2729428,-0.2994,0.22463766,-0.20608689,0.096770026,-0.26310012,0.17622624,-0.02869504,0.057662383,0.21194473,-0.29186082,0.36111686,-0.13238175,-0.4243876,0.34188133,-0.15409163,0.19534422,0.016214691,0.05500984,-0.06165666,0.59880257,-0.16167925,-0.11896241,-0.2932737,-0.3378185,0.16460057,0.50198555,0.106764816,0.052963022,0.25394988,-0.38088492,0.42944363,0.051835414,0.38843086,-0.6292352,-0.10392814,0.20391797,-0.19239756,-0.24853866,-0.012606007
Quinapril,0.1960249,0.18710986,0.1138952,0.11904683,0.03924688,-0.30642185,0.27931514,0.15816307,0.45662162,0.13555452,0.17509261,-0.15181865,0.11171886,-0.28016883,0.14079265,0.13884215,0.19919392,-0.09447918,-0.27022296,0.3293578,-0.3249236,0.20414492,-0.07263387,-0.30765027,0.27961078,-0.12920146,0.04589477,-0.015377758,-0.026557986,0.22228476,0.2588902,-0.26736125,-0.37141326,-0.4455782,-0.22500633,0.18941136,0.7968959,0.23341024,-0.19334765,0.37287596,-0.30347425,0.526826,0.24124719,0.2530372,-0.5540953,-0.14287081,0.21319984,-0.5464969,-0.081988305,-0.10331961
Ribavirin,0.17419052,0.090586595,0.21261199,-0.00380182,-0.22954524,-0.11890452,-0.13888648,-0.34064978,-0.0854633,0.12183128,0.047186244,0.30977637,0.058681376,-0.12075001,-0.052177507,-0.15387057,0.22669926,-0.13392521,-0.24124709,0.3155749,-0.15752353,0.34697226,0.22069077,-0.14039849,0.3224848,-0.11046967,0.28782412,-0.2219438,-0.4994202,0.010751658,0.11538925,0.4518171,-0.21515006,-0.26586944,-0.022510173,-0.0833118,0.5039633,-0.15985529,0.120796695,0.6211382,0.0540016,0.50237334,-0.15697688,-0.0315015,-0.18740477,0.06851673,0.23053338,-0.1589935,-0.41443187,-0.3412261
Rocuronium,-0.033645734,-0.123615526,0.1172264,-0.07680191,-0.008278008,-0.26595113,0.14865533,-0.30252954,-0.072224036,-0.014306769,-0.23099649,0.13371247,0.36951524,-0.094419226,-0.17149243,0.12187276,0.32686198,-0.36083663,-0.2677255,0.07458103,0.06961566,0.22614792,-0.14785925,-0.23424202,0.18916902,-0.14468575,0.10878861,0.10072944,-0.22323401,-0.2625664,-0.0753361,0.17689751,-0.24099538,-0.21952537,0.0054769595,0.03712099,0.6191759,0.029277625,-0.07909369,0.23027863,0.16930407,0.40373123,0.20360799,-0.1901872,-0.3717485,-0.33281752,0.18061988,-0.1957064,-0.57264,0.10722922
Trandolapril,0.35858423,0.40508133,-0.01029558,0.10939369,0.10208087,-0.31608427,0.364738,-0.018284986,0.2804568,0.18158132,0.06604345,-0.1584655,0.06727849,-0.21950594,-0.1496186,-0.31957215,0.19226137,-0.2914446,-0.107267775,0.2139448,-0.23362279,0.323723,-0.11956752,-0.32034403,0.24870434,-0.19828798,0.06029782,0.1389025,-0.028002622,0.22636579,0.51427734,-0.10642409,-0.13192172,-0.5233938,-0.07010228,-0.028417958,0.5727701,0.025017506,-0.13983889,0.53205174,-0.3158606,0.48863918,0.18279567,0.4193898,-0.8224181,-0.10667347,0.09741013,-0.2567512,-0.07451169,0.116522975
Azilsartan medoxomil,0.065719545,0.10083716,0.09100023,-0.15624253,-0.015288,-0.20401737,-0.26432133,-0.16383381,-0.12716584,-0.14442591,-0.41367733,-0.104753606,0.43946004,0.20128661,-0.02589414,0.33182466,0.13119303,-0.16327392,0.13855073,0.26973796,-0.14563213,0.6586647,-0.50231737,-0.31863156,0.32057467,-0.05326183,0.08537329,0.17454101,0.111821786,-0.098825395,0.45668286,-0.18042922,0.2276938,-0.57159424,-0.20331444,0.12815224,0.6185794,0.10103661,-0.45808643,0.07600719,-0.19090077,0.41620123,-0.02759897,0.27156708,-0.5534391,-0.17214055,-0.035188165,-0.11597769,-0.31885633,0.375954
